StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
9/2/2019 10:50:05,9/2/2019 10:54:42,IP Address,131.212.248.225,100,276,True,9/2/2019 10:54:42,R_1NFk76Cej86YeJD,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",55129,Suburban,5,4,5,3,5,5,4,4,"Water purifiers/filter
 ,Water softeners
 ",10,Nitrogen ,3,"Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Agriculture",Stream Bank Erosion,2,,,,,1,,,,,,,,,,1,,,Cropland runoff,4,5,News outlets,Consumer,3,4,355,690,Southeast Minnesota,Unknown
9/2/2019 10:51:22,9/2/2019 10:55:58,IP Address,131.212.249.225,100,276,True,9/2/2019 10:55:59,R_aXAZhpJYUzrYcUN,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,Bachelor's degree,"$105,000 or more",55395,Rural,4,4,4,0,2,2,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Nitrogen ,,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Heavy Metal Contamination","Urban Runoff (storm drains),Food/Garbage Disposal Waste,Stream Bank Erosion,Dish-washing Detergent,Commercial/Industrial Waste,Atmospheric Deposition,Individual Sewage Systems,Human Waste Products,Agriculture",,9,2,6,8,5,1,3,4,7,,,,,,,,,,Cropland runoff,3,3,News outlets,Consumer,3,3,222,620,Southwest Minnesota,Unknown
9/2/2019 11:33:30,9/2/2019 11:38:07,IP Address,131.212.250.71,100,277,True,9/2/2019 11:38:07,R_7VczPYtWzoYPz7X,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Graduate or professional degree,"$105,000 or more",55362,Rural,5,5,5,3,2,3,5,5,"Water softeners
 ",5,Pesticides,2,"Algae blooms,Death of fish and other aquatic life,Flooding","Commercial/Industrial Waste,Stream Bank Erosion,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Dish-washing Detergent,Agriculture","Individual Sewage Systems,Atmospheric Deposition,Human Waste Products",6,3,,,1,4,2,5,,,,2,3,,,,,1,Application of fertilizers,3,3,News outlets,Consumer,4,4,385,521,Central Minnesota,Unknown
9/2/2019 9:30:55,9/2/2019 9:35:34,IP Address,131.212.248.30,100,279,True,9/2/2019 9:35:34,R_BKtV90ukaJypP5D,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,Multiracial,Graduate or professional degree,"$65,000 - $79,999",55442,Suburban,1,1,2,2,1,2,1,1,I don't use any of these on a regular basis,2,Synthetic chemicals,1,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens","Dish-washing Detergent,Human Waste Products,Commercial/Industrial Waste,Urban Runoff (storm drains),Food/Garbage Disposal Waste","Atmospheric Deposition,Individual Sewage Systems,Agriculture,Stream Bank Erosion",,5,,2,3,4,,1,,3,,1,,,,4,,2,I don’t know,3,2,News outlets,Consumer,1,1,177,740,Southwest Minnesota,Unknown
9/2/2019 12:49:50,9/2/2019 12:54:31,IP Address,131.212.251.189,100,280,True,9/2/2019 12:54:31,R_3nbZONgRzpWbRPF,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Graduate or professional degree,"$45,000 - $64,999",55130,Urban,5,5,5,3,3,3,5,5,"Bottled Water
 ",7,Synthetic chemicals,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Disease from consumption","Stream Bank Erosion,Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Atmospheric Deposition","Dish-washing Detergent,Agriculture,Individual Sewage Systems,Food/Garbage Disposal Waste",,,5,3,2,4,1,,,2,4,,,,,,1,3,Application of fertilizers,6,4,Government reports,Consumer,3,5,380,583,The Twin-Cities Metro Area,Unknown
9/2/2019 12:26:04,9/2/2019 12:30:46,IP Address,131.212.249.110,100,281,True,9/2/2019 12:30:46,R_U9huuP9Tc3iuaVr,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,Asian,High School Diploma or GED,"$105,000 or more",55378,Suburban,2,3,4,2,3,5,5,1,"Water purifiers/filter
 ,Bottled Water
 ",9,Synthetic chemicals,4,"Algae blooms,Waterborne pathogens,Eutrophication","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Dish-washing Detergent,Individual Sewage Systems,Urban Runoff (storm drains)","Human Waste Products,Atmospheric Deposition,Stream Bank Erosion,Agriculture",,2,,,1,5,,3,4,4,,2,1,,,3,,,Application of fertilizers,4,2,School,Academic/University Researcher/Extension,2,1,239,713,Southwest Minnesota,Unknown
9/2/2019 12:34:25,9/2/2019 12:39:07,IP Address,131.212.251.7,100,282,True,9/2/2019 12:39:08,R_ZC93beQCtfr0TXH,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Associate's Degree,"$105,000 or more",55038,Suburban,5,5,5,3,4,4,5,5,"Water softeners
 ,Bottled Water
 ",5,Nitrogen ,2,"Flooding,Disease from consumption",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,2,2,News outlets,,2,2,398,603,The Twin-Cities Metro Area,Unknown
9/2/2019 10:32:45,9/2/2019 10:37:28,IP Address,131.212.249.209,100,283,True,9/2/2019 10:37:28,R_1q2LWmy4txsaCgP,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55422,Suburban,5,5,5,4,3,4,4,5,"Water purifiers/filter
 ",10,Nitrogen ,0,,,,,,,,,,,,,,,,,,,,,,Application of fertilizers,3,3,Word-of-mouth,Consumer,2,2,407,475,Central Minnesota,Unknown
9/2/2019 11:31:29,9/2/2019 11:36:13,IP Address,131.212.249.127,100,283,True,9/2/2019 11:36:13,R_2xIROeq3RNGrHcd,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Graduate or professional degree,"$80,000 - $104,999",55414,Urban,4,1,4,4,4,3,3,3,"Water purifiers/filter
 ,Bottled Water
 ",3,Nitrogen ,2,"Algae blooms,Disease from consumption,Eutrophication","Food/Garbage Disposal Waste,Commercial/Industrial Waste,Atmospheric Deposition,Human Waste Products,Urban Runoff (storm drains),Agriculture","Stream Bank Erosion,Dish-washing Detergent,Individual Sewage Systems",6,1,3,4,2,5,,,,,,,,,,1,2,3,Application of fertilizers,4,3,News outlets,Consumer,3,2,183,197,Northwestern Minnesota,Unknown
9/2/2019 10:36:22,9/2/2019 10:41:07,IP Address,131.212.248.12,100,285,True,9/2/2019 10:41:08,R_roHGwtx5aV7MIRb,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,Graduate or professional degree,"$105,000 or more",55442,Suburban,5,4,4,2,5,5,4,4,I don't use any of these on a regular basis,10,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Agriculture,Urban Runoff (storm drains),Individual Sewage Systems,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Human Waste Products,Dish-washing Detergent,Stream Bank Erosion,Atmospheric Deposition",1,5,,,4,2,,,3,,,4,1,,,3,2,,Application of fertilizers,3,3,School,Consumer,3,4,383,596,The Twin-Cities Metro Area,Unknown
9/2/2019 9:44:32,9/2/2019 9:49:19,IP Address,131.212.250.22,100,287,True,9/2/2019 9:49:20,R_2TS35Fo7xqipdHw,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$105,000 or more",55306,Suburban,4,4,4,3,4,4,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",7,Pesticides,1,"Algae blooms,Disease from consumption,Skin rashes with contact","Commercial/Industrial Waste,Urban Runoff (storm drains),Human Waste Products,Agriculture,Food/Garbage Disposal Waste","Individual Sewage Systems,Dish-washing Detergent,Atmospheric Deposition,Stream Bank Erosion",4,5,,3,1,2,,,,,,3,,,,4,2,1,Application of fertilizers,3,3,Social media,Consumer,3,3,392,612,The Twin-Cities Metro Area,Unknown
9/2/2019 12:42:46,9/2/2019 12:47:34,IP Address,131.212.251.187,100,287,True,9/2/2019 12:47:35,R_3e2lXq2Q0sbd46N,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",55379,Suburban,4,3,5,3,3,5,5,4,"Water softeners
 ",7,Phosphorus,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Eutrophication","Human Waste Products,Food/Garbage Disposal Waste,Stream Bank Erosion,Individual Sewage Systems,Urban Runoff (storm drains),Dish-washing Detergent,Commercial/Industrial Waste,Agriculture",Atmospheric Deposition,8,2,,1,7,5,3,6,4,,,1,,,,,,,Application of fertilizers,4,4,News outlets,Consumer,4,4,364,591,The Twin-Cities Metro Area,Unknown
8/28/2019 15:36:47,8/28/2019 15:41:36,IP Address,131.212.248.180,100,288,True,8/28/2019 15:41:36,R_xhdTnWWgKLYFctj,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Graduate or professional degree,"$80,000 - $104,999",55108,Urban,4,4,4,0,4,4,4,2,"Water purifiers/filter
 ,Water softeners
 ",7,Nitrogen ,2,"Toxic drinking water,Death of fish and other aquatic life,Waterborne pathogens","Agriculture,Human Waste Products,Dish-washing Detergent,Individual Sewage Systems,Commercial/Industrial Waste","Urban Runoff (storm drains),Food/Garbage Disposal Waste,Stream Bank Erosion,Atmospheric Deposition",1,,,2,5,,,3,4,,2,4,,,1,3,,,Application of fertilizers,6,6,News outlets,Consumer,3,3,193,625,Southwest Minnesota,Unknown
8/28/2019 15:53:26,8/28/2019 15:58:15,IP Address,131.212.250.208,100,288,True,8/28/2019 15:58:15,R_6lCMNmmK9oHTq7f,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Bachelor's degree,"Less than $24,999",55113,Urban,3,3,3,3,3,1,4,3,"Bottled Water
 ",6,Bacteria,2,Waterborne pathogens,,,,,,,,,,,,,,,,,,,,,,2,2,Other,Producer/Farmer,3,4,395,599,The Twin-Cities Metro Area,Unknown
9/2/2019 8:49:49,9/2/2019 8:54:38,IP Address,131.212.250.33,100,288,True,9/2/2019 8:54:38,R_1d0Mc29ZqdRlC1Q,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",55113,Suburban,2,1,2,1,2,2,2,1,"Water softeners
 ",2,Nitrogen ,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Commercial/Industrial Waste,Urban Runoff (storm drains),Stream Bank Erosion,Atmospheric Deposition,Agriculture","Individual Sewage Systems,Human Waste Products,Dish-washing Detergent,Food/Garbage Disposal Waste",5,,4,,1,2,3,,,,4,,2,,,,3,1,I don’t know,3,3,Social media,Consumer,2,2,193,656,Southwest Minnesota,Unknown
9/2/2019 9:05:16,9/2/2019 9:10:05,IP Address,131.212.251.98,100,289,True,9/2/2019 9:10:06,R_3EuP5iLRoiLh9wa,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,White,Bachelor's degree,"$45,000 - $64,999",55221,Urban,4,5,4,4,4,2,4,5,"Water purifiers/filter
 ,Water softeners
 ",10,Phosphorus,0,"Toxic drinking water,Algae blooms,Flooding,Eutrophication,Heavy Metal Contamination","Food/Garbage Disposal Waste,Commercial/Industrial Waste","Individual Sewage Systems,Stream Bank Erosion",,1,,,2,,,,,,,,,,,2,,1,Erosion,3,4,News outlets,Student in agricultural field ,3,3,376,518,Central Minnesota,Unknown
9/2/2019 10:19:21,9/2/2019 10:24:11,IP Address,131.212.249.209,100,289,True,9/2/2019 10:24:11,R_DPnfGS8zniupqg1,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Male,White,Bachelor's degree,"$80,000 - $104,999",56073,Rural,0,2,2,1,1,3,3,5,I don't use any of these on a regular basis,3,Pesticides,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Dish-washing Detergent,Commercial/Industrial Waste,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Agriculture","Atmospheric Deposition,Stream Bank Erosion,Individual Sewage Systems,Human Waste Products",5,3,,,2,4,,1,,,,1,4,,,2,,3,Application of fertilizers,1,1,News outlets,Consumer,,2,197,709,Southwest Minnesota,Unknown
9/2/2019 10:38:36,9/2/2019 10:43:25,IP Address,131.212.251.244,100,289,True,9/2/2019 10:43:25,R_3HZyXJlnbmXQeIS,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,Black or African American,"Some college, no degree","$105,000 or more",55387,Suburban,1,5,1,3,1,1,1,5,"Bottled Water
 ,I don't use any of these on a regular basis",10,Pesticides,0,Toxic drinking water,"Human Waste Products,Food/Garbage Disposal Waste",,,2,,1,,,,,,,,,,,,,,,Erosion,2,6,Social media,Consumer,1,1,505,737,Southeast Minnesota,Unknown
9/2/2019 10:48:02,9/2/2019 10:52:52,IP Address,131.212.249.152,100,289,True,9/2/2019 10:52:52,R_31arxuUZCVBiXLb,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Bachelor's degree,"$80,000 - $104,999",56377,Suburban,4,4,4,1,3,3,4,4,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",8,Nitrogen ,1,"Algae blooms,Death of fish and other aquatic life","Stream Bank Erosion,Urban Runoff (storm drains),Agriculture","Individual Sewage Systems,Food/Garbage Disposal Waste,Human Waste Products",3,,,,,2,1,,,,2,,3,,,,,1,Runoff from animal operations,5,5,Social media,,3,3,173,616,Southwest Minnesota,Unknown
9/2/2019 11:16:43,9/2/2019 11:21:33,IP Address,131.212.251.0,100,289,True,9/2/2019 11:21:33,R_3EorR1bEPOLS8bk,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,"Some college, no degree","$105,000 or more",55902,Suburban,1,1,2,2,1,1,4,5,"Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",6,Synthetic chemicals,0,"Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Dish-washing Detergent,Agriculture,Human Waste Products","Atmospheric Deposition,Stream Bank Erosion,Food/Garbage Disposal Waste,Individual Sewage Systems,Commercial/Industrial Waste",3,,,4,,1,,2,,,3,1,,5,,2,,4,I don’t know,1,2,News outlets,Consumer,2,3,142,636,Southwest Minnesota,Unknown
9/2/2019 12:52:24,9/2/2019 12:57:13,IP Address,131.212.248.148,100,289,True,9/2/2019 12:57:13,R_sFlbaqP3xBxdc9X,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,Asian,Graduate or professional degree,"$25,000 - $44,999",55427,Suburban,1,1,1,3,0,3,3,3,"Water purifiers/filter
 ",5,Bacteria,2,Flooding,"Food/Garbage Disposal Waste,Stream Bank Erosion,Dish-washing Detergent,Agriculture,Atmospheric Deposition","Individual Sewage Systems,Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains)",4,1,5,,,,2,3,,,,,3,2,4,,,1,Erosion,3,3,News outlets,Consumer,3,4,390,617,The Twin-Cities Metro Area,Unknown
8/28/2019 18:48:40,8/28/2019 18:53:31,IP Address,131.212.248.179,100,290,True,8/28/2019 18:53:31,R_33qytQzRzgyCMMT,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55102,Urban,0,1,4,3,2,2,3,1,I don't use any of these on a regular basis,2,Bacteria,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Dish-washing Detergent,Food/Garbage Disposal Waste,Individual Sewage Systems,Urban Runoff (storm drains),Human Waste Products","Stream Bank Erosion,Agriculture,Atmospheric Deposition,Commercial/Industrial Waste",,2,,5,,4,,1,3,2,,3,,4,,1,,,I don’t know,3,4,Other,Consumer,3,4,416,602,The Twin-Cities Metro Area,Unknown
9/2/2019 8:11:34,9/2/2019 8:16:24,IP Address,131.212.249.182,100,290,True,9/2/2019 8:16:27,R_qCnq0D1yV5HLXQ5,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Female,White,Graduate or professional degree,"$45,000 - $64,999",55413,Urban,5,5,5,3,5,5,5,5,"Water purifiers/filter
 ",10,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture","Food/Garbage Disposal Waste,Atmospheric Deposition",3,,,,2,1,,,,,1,2,,,,,,,Application of fertilizers,3,2,News outlets,Consumer,4,4,403,718,Southeast Minnesota,Unknown
9/2/2019 8:16:20,9/2/2019 8:21:11,IP Address,131.212.248.28,100,290,True,9/2/2019 8:21:11,R_1H1ysO9AGID4Xxq,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Some High School,"$65,000 - $79,999",54017,Rural,2,2,3,2,3,3,3,4,"Water softeners
 ",3,Bacteria,1,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption","Commercial/Industrial Waste,Atmospheric Deposition,Human Waste Products,Individual Sewage Systems,Food/Garbage Disposal Waste","Dish-washing Detergent,Stream Bank Erosion,Agriculture,Urban Runoff (storm drains)",,5,2,3,1,,,,4,3,,,,,4,2,1,,Application of fertilizers,1,2,School,Producer/Farmer,2,3,389,608,The Twin-Cities Metro Area,Unknown
9/2/2019 9:01:05,9/2/2019 9:05:56,IP Address,131.212.248.28,100,290,True,9/2/2019 9:05:56,R_2EipZVy0IGL4wkW,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,Bachelor's degree,"$45,000 - $64,999",55008,Urban,4,2,4,2,1,1,4,5,"Water purifiers/filter
 ",4,Bacteria,0,"Toxic drinking water,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Human Waste Products,Commercial/Industrial Waste,Food/Garbage Disposal Waste,Individual Sewage Systems,Urban Runoff (storm drains)","Atmospheric Deposition,Dish-washing Detergent,Agriculture,Stream Bank Erosion",,3,,1,2,5,,,4,3,,1,,,,4,2,,I don’t know,1,1,Social media,Consumer,1,1,393,595,The Twin-Cities Metro Area,Unknown
8/28/2019 19:34:31,8/28/2019 19:39:23,IP Address,131.212.251.95,100,291,True,8/28/2019 19:39:23,R_1pXvOeMkD5MRtiA,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,Other,Bachelor's degree,"$25,000 - $44,999",55108,Urban,0,0,0,0,0,0,0,0,I don't use any of these on a regular basis,0,Nitrogen ,0,"Death of fish and other aquatic life,Waterborne pathogens","Atmospheric Deposition,Commercial/Industrial Waste,Dish-washing Detergent,Stream Bank Erosion,Urban Runoff (storm drains)","Food/Garbage Disposal Waste,Individual Sewage Systems,Human Waste Products,Agriculture",,,1,,2,5,4,3,,4,1,,3,,,,,2,Cropland runoff,4,3,Social media,Consumer,0,0,575,214,Northeastern Minnesota,Unknown
8/28/2019 19:56:32,8/28/2019 20:01:24,IP Address,131.212.249.124,100,291,True,8/28/2019 20:01:25,R_1Oq7sPJzCEMqcib,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55316,Suburban,5,4,4,4,5,4,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",9,Synthetic chemicals,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Individual Sewage Systems,Dish-washing Detergent,Stream Bank Erosion,Urban Runoff (storm drains),Commercial/Industrial Waste,Human Waste Products,Atmospheric Deposition,Agriculture,Food/Garbage Disposal Waste",,8,9,7,6,5,4,3,2,1,,,,,,,,,,I don’t know,3,3,News outlets,Consumer,4,5,389,599,The Twin-Cities Metro Area,Unknown
9/2/2019 9:06:42,9/2/2019 9:11:35,IP Address,131.212.251.251,100,292,True,9/2/2019 9:11:36,R_3I0JZ3HQ3eAifos,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,Graduate or professional degree,"$105,000 or more",55305,Suburban,3,1,4,0,1,1,5,3,"Water softeners
 ",8,Phosphorus,3,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Eutrophication","Urban Runoff (storm drains),Agriculture,Stream Bank Erosion,Individual Sewage Systems,Dish-washing Detergent","Atmospheric Deposition,Food/Garbage Disposal Waste,Commercial/Industrial Waste,Human Waste Products",2,,,,,1,3,5,4,,2,1,4,3,,,,,Application of fertilizers,3,4,School,Consumer,2,2,385,606,The Twin-Cities Metro Area,Unknown
9/2/2019 9:07:43,9/2/2019 9:12:37,IP Address,131.212.250.61,100,294,True,9/2/2019 9:12:38,R_28ClbqZ83HO965V,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",55105,Urban,5,4,5,1,5,5,5,5,I don't use any of these on a regular basis,9,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life","Agriculture,Urban Runoff (storm drains)",,1,,,,,2,,,,,,,,,,,,,Cropland runoff,4,3,Government reports,Consumer,2,2,364,703,Southeast Minnesota,Unknown
8/28/2019 15:33:21,8/28/2019 15:38:19,IP Address,131.212.250.2,100,297,True,8/28/2019 15:38:19,R_SZfSnqjigV0PlrX,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$105,000 or more",55068,Urban,4,5,5,2,2,4,5,5,"Water purifiers/filter
 ",10,Pesticides,1,"Toxic drinking water,Heavy Metal Contamination",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,4,4,Social media,Consumer,3,4,405,618,The Twin-Cities Metro Area,Unknown
9/2/2019 8:36:37,9/2/2019 8:41:34,IP Address,131.212.249.129,100,297,True,9/2/2019 8:41:35,R_2dQQXMUr0iQkdzo,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$105,000 or more",97212,Urban,4,4,5,4,3,3,5,5,I don't use any of these on a regular basis,10,Bacteria,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion,Individual Sewage Systems,Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Food/Garbage Disposal Waste,Agriculture",,9,8,1,6,5,7,3,2,4,,,,,,,,,,Application of fertilizers,4,3,Government reports,Consumer,1,1,426,265,Northeastern Minnesota,Unknown
9/2/2019 10:58:36,9/2/2019 11:03:33,IP Address,131.212.251.195,100,297,True,9/2/2019 11:03:34,R_1qUOsF7cqBncGul,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Graduate or professional degree,"$105,000 or more",55116,Urban,4,4,5,2,4,4,5,3,"Water purifiers/filter
 ",10,Nitrogen ,2,"Algae blooms,Death of fish and other aquatic life","Stream Bank Erosion,Agriculture,Individual Sewage Systems,Urban Runoff (storm drains),Dish-washing Detergent","Human Waste Products,Commercial/Industrial Waste,Food/Garbage Disposal Waste,Atmospheric Deposition",2,,,,,4,1,5,3,,3,4,1,2,,,,,Application of fertilizers,5,4,News outlets,Consumer,3,4,200,612,Southwest Minnesota,Unknown
9/2/2019 12:23:40,9/2/2019 12:28:38,IP Address,131.212.251.187,100,298,True,9/2/2019 12:28:39,R_1QtuBnxXxYekQ0Z,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,White,"Some college, no degree","Less than $24,999",55016,Suburban,3,2,4,1,3,2,3,3,"Water purifiers/filter
 ,Water softeners
 ",2,Bacteria,0,"Algae blooms,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Human Waste Products,Food/Garbage Disposal Waste","Dish-washing Detergent,Urban Runoff (storm drains)",,3,,2,1,,,,,,,,,,2,,1,,I don’t know,3,4,Social media,Consumer,1,3,373,601,The Twin-Cities Metro Area,Unknown
9/2/2019 12:31:02,9/2/2019 12:36:02,IP Address,131.212.249.110,100,299,True,9/2/2019 12:36:02,R_3kncxpwGFQNbicU,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"Less than $24,999",55347,Suburban,4,4,4,3,3,4,4,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",10,Nitrogen ,1,"Algae blooms,Death of fish and other aquatic life","Dish-washing Detergent,Agriculture",,2,,,,,,,1,,,,,,,,,,,Cropland runoff,4,4,News outlets,Consumer,3,3,385,610,The Twin-Cities Metro Area,Unknown
8/28/2019 16:36:43,8/28/2019 16:41:46,IP Address,131.212.248.46,100,302,True,8/28/2019 16:41:46,R_qOtpweCIkXDidfb,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",55119,Urban,3,3,5,2,2,2,2,2,,5,Pesticides,2,Algae blooms,,,,,,,,,,,,,,,,,,,,,Application of fertilizers,1,1,Government reports,Consumer,2,2,386,599,The Twin-Cities Metro Area,Unknown
