StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2,Q3,Q3,Q4,Q4,Q5,Q5,Q6,Q6,Q7,Q8,Q8,Q9.1,Q.9.1,Q9.2,Q.9.2,Q9.3,Q.9.3,Q11_1,Q.11.1,Q11_2,Q.11.2,Q11_3,Q.11.3,Q11_4,Q.11.4,Q11_5,Q.11.5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
8/28/2019 16:51,8/28/2019 16:57,IP Address,131.212.251.112,100,333,TRUE,8/28/2019 16:57,R_2wmHiioCCcIKsj2,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,2,Male,9,White,5,Bachelor's Degree,6,"$105,000 or more",55423,1,Urban,4,3,5,3,5,3,2,2,4,3,5,3,5,3,2,2,"Water purifiers/filter
 ",9,Nitrogen ,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Human Waste Products,Commercial/Industrial Waste,Agriculture,Urban Runoff (storm drains),Individual Sewage Systems","Food/Garbage Disposal Waste,Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion",3,,,1,2,4,,,5,,1,2,,,,4,3,,Cropland runoff,5,5,Government reports,Consumer,3,3,218,636,Southwest Minnesota,Unknown
8/28/2019 16:57,8/28/2019 17:01,IP Address,131.212.248.197,100,269,TRUE,8/28/2019 17:01,R_RLbUNBdMnsfVsiJ,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,6,Graduate or professional degree,6,"$105,000 or more",55112,2,Suburban,3,2,4,3,5,3,1,1,2,2,4,3,5,3,4,3,"Water purifiers/filter
 ",5,Phosphorus,1,"Toxic drinking water,Algae blooms,Waterborne pathogens","Agriculture,Human Waste Products,Individual Sewage Systems","Dish-washing Detergent,Atmospheric Deposition",1,,,2,,,,,3,,,2,,,,,1,,Cropland runoff,3,3,Other,Consumer,4,4,387,605,The Twin-Cities Metro Area,Unknown
8/28/2019 16:56,8/28/2019 17:01,IP Address,131.212.248.46,100,310,TRUE,8/28/2019 17:01,R_2zoIx4f1H1IACJm,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",55113,1,Urban,3,2,4,3,5,3,3,2,4,3,4,3,5,3,4,3,"Water purifiers/filter
 ",10,Nitrogen ,2,"Algae blooms,Death of fish and other aquatic life,Skin rashes with contact",,,,,,,,,,,,,,,,,,,,,Erosion,3,3,News outlets,Consumer,3,3,373,598,The Twin-Cities Metro Area,Unknown
8/28/2019 16:52,8/28/2019 17:03,IP Address,131.212.250.151,100,637,TRUE,8/28/2019 17:03,R_3FWkQHESP4LSUik,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,6,Asian,4,"Some college, no degree",4,"$65,000 - $79,999",55106,2,Suburban,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,"Bottled Water
 ",9,Bacteria,2,Toxic drinking water,"Commercial/Industrial Waste,Individual Sewage Systems,Food/Garbage Disposal Waste,Human Waste Products,Atmospheric Deposition","Stream Bank Erosion,Dish-washing Detergent,Urban Runoff (storm drains),Agriculture",,3,5,4,1,,,,2,4,,,,,3,1,2,,Application of fertilizers,2,2,Social media,Consumer,3,3,377,610,The Twin-Cities Metro Area,Unknown
8/28/2019 16:36,8/28/2019 17:03,IP Address,131.212.251.244,100,1631,TRUE,8/28/2019 17:03,R_2dM958np6Ot0uLj,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,6,Asian,4,"Some college, no degree",4,"$65,000 - $79,999",55418,2,Suburban,3,2,4,3,4,3,3,2,3,2,3,2,5,3,5,3,"Water purifiers/filter
 ,Bottled Water
 ",10,Synthetic chemicals,2,"Toxic drinking water,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Heavy Metal Contamination","Commercial/Industrial Waste,Atmospheric Deposition,Stream Bank Erosion,Individual Sewage Systems,Human Waste Products,Food/Garbage Disposal Waste","Dish-washing Detergent,Urban Runoff (storm drains),Agriculture",,6,2,5,1,,3,,4,3,,,,,2,,1,,Application of fertilizers,3,4,Social media,Consumer,3,4,363,602,The Twin-Cities Metro Area,Unknown
8/28/2019 16:57,8/28/2019 17:05,IP Address,131.212.249.37,100,480,TRUE,8/28/2019 17:05,R_1mV3q2kMMLAJ55y,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,4,"Some college, no degree",5,"$80,000 - $104,999",68106,1,Urban,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Water purifiers/filter
 ",10,Nitrogen ,1,"Toxic drinking water,Death of fish and other aquatic life,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Agriculture","Urban Runoff (storm drains),Dish-washing Detergent",3,2,,,1,,,,,,,,,,1,,2,,Runoff from animal operations,5,,News outlets,Consumer,4,4,352,334,Northeastern Minnesota,Unknown
8/28/2019 16:49,8/28/2019 17:05,IP Address,131.212.249.206,100,967,TRUE,8/28/2019 17:05,R_2OHnjKcYmEa4dOR,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,2,Male,9,White,6,Graduate or professional degree,3,"$45,000 - $64,999",55016,2,Suburban,3,2,4,3,4,3,3,2,2,2,2,2,4,3,3,2,"Water softeners
 ",7,Nitrogen ,0,"Algae blooms,Death of fish and other aquatic life","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Human Waste Products,Urban Runoff (storm drains)","Agriculture,Atmospheric Deposition,Dish-washing Detergent,Individual Sewage Systems,Stream Bank Erosion",,2,,3,1,4,,,,1,,2,,,,5,3,4,Application of fertilizers,2,3,Social media,Consumer,3,3,417,619,The Twin-Cities Metro Area,Unknown
8/28/2019 16:54,8/28/2019 17:05,IP Address,131.212.251.219,100,681,TRUE,8/28/2019 17:05,R_2RWxSm8NKIl0vM5,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,6,Graduate or professional degree,3,"$45,000 - $64,999",55016,2,Suburban,4,3,3,2,3,2,3,2,2,2,3,2,4,3,3,2,"Water softeners
 ,Bottled Water
 ",5,Bacteria,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Dish-washing Detergent","Food/Garbage Disposal Waste,Atmospheric Deposition,Urban Runoff (storm drains),Stream Bank Erosion,Human Waste Products,Individual Sewage Systems",1,,,,2,,,3,,,1,2,5,,3,4,,6,Application of fertilizers,4,2,News outlets,Consumer,2,2,396,732,Southeast Minnesota,Unknown
8/28/2019 16:53,8/28/2019 17:06,IP Address,131.212.248.132,100,786,TRUE,8/28/2019 17:06,R_ezduAe8AQvZ45Hj,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",55117,1,Urban,3,2,4,3,4,3,1,1,3,2,3,2,4,3,4,3,I don't use any of these on a regular basis,4,Phosphorus,2,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Eutrophication,Skin rashes with contact","Dish-washing Detergent,Urban Runoff (storm drains),Commercial/Industrial Waste,Stream Bank Erosion,Agriculture","Food/Garbage Disposal Waste,Individual Sewage Systems,Atmospheric Deposition,Human Waste Products",5,,,,3,2,4,1,,,1,3,4,,,,,2,Application of fertilizers,2,1,Other,Consumer,2,2,195,652,Southwest Minnesota,Unknown
8/28/2019 17:03,8/28/2019 17:09,IP Address,131.212.250.151,100,361,TRUE,8/28/2019 17:09,R_2Y4BugjrSotCE7E,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,2,Prefer not to answer,6,Graduate or professional degree,3,"$45,000 - $64,999",55432,2,Suburban,5,3,5,3,5,3,2,2,4,3,4,3,5,3,5,3,"Water softeners
 ",7,Phosphorus,3,"Algae blooms,Eutrophication","Dish-washing Detergent,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture","Stream Bank Erosion,Atmospheric Deposition,Human Waste Products,Individual Sewage Systems",5,2,,,4,3,,1,,,,2,3,,,1,,4,Cropland runoff,3,3,News outlets,Consumer,4,3,185,667,Southwest Minnesota,Unknown
8/28/2019 17:02,8/28/2019 17:15,IP Address,131.212.248.155,100,789,TRUE,8/28/2019 17:15,R_Rh12mPwdp8GH3ON,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,2,Male,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55432,2,Suburban,5,3,5,3,5,3,3,2,4,3,5,3,5,3,5,3,I don't use any of these on a regular basis,10,Phosphorus,4,"Algae blooms,Death of fish and other aquatic life","Agriculture,Commercial/Industrial Waste,Human Waste Products","Urban Runoff (storm drains),Atmospheric Deposition,Stream Bank Erosion,Dish-washing Detergent,Individual Sewage Systems",1,,,3,2,,,,,,,2,,,1,3,4,5,Application of fertilizers,2,2,News outlets,Consumer,1,4,313,494,Central Minnesota,Unknown
8/28/2019 17:10,8/28/2019 17:16,IP Address,131.212.250.151,100,398,TRUE,8/28/2019 17:16,R_3oKHJz5vF8VX9cX,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,3,Other,9,White,2,High School Diploma or GED,1,"Less than $24,999",55446,2,Suburban,1,1,2,2,2,2,0,1,0,1,1,1,2,2,3,2,I don't use any of these on a regular basis,2,Bacteria,0,,,,,,,,,,,,,,,,,,,,,,I don’t know,0,0,Other,Consumer,0,1,394,613,The Twin-Cities Metro Area,Unknown
8/28/2019 17:07,8/28/2019 17:16,IP Address,131.212.249.156,100,580,TRUE,8/28/2019 17:16,R_tSuXVShIJ05uQwN,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",3,35-44 years old,1,Female,6,Asian,6,Graduate or professional degree,5,"$80,000 - $104,999",55109,2,Suburban,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,"Water purifiers/filter
 ,Water softeners
 ",5,Synthetic chemicals,3,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption,Heavy Metal Contamination","Agriculture,Commercial/Industrial Waste,Human Waste Products,Dish-washing Detergent",Food/Garbage Disposal Waste,1,,,3,2,,,4,,,1,,,,,,,,Application of fertilizers,3,2,Government reports,"Producer/Farmer,Agricultural industry member,Academic/University Researcher/Extension",2,3,195,672,Southwest Minnesota,Unknown
8/28/2019 17:01,8/28/2019 17:17,IP Address,131.212.250.231,100,942,TRUE,8/28/2019 17:17,R_27UTOhSscivNdCm,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,4,"Some college, no degree",2,"$25,000 - $44,999",55987,1,Urban,5,3,3,2,5,3,3,2,3,2,3,2,4,3,5,3,"Water purifiers/filter
 ,Bottled Water
 ",8,Bacteria,1,,,,,,,,,,,,,,,,,,,,,,I don’t know,4,4,Other,Consumer,2,2,317,495,Central Minnesota,Unknown
8/28/2019 17:06,8/28/2019 17:20,IP Address,131.212.249.206,100,786,TRUE,8/28/2019 17:20,R_2uTIOuDCe2i3Kk0,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,2,Male,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55041,3,Rural,5,3,5,3,5,3,1,1,5,3,5,3,5,3,5,3,I don't use any of these on a regular basis,9,Nitrogen ,1,"Algae blooms,Death of fish and other aquatic life","Agriculture,Human Waste Products,Urban Runoff (storm drains),Individual Sewage Systems",Stream Bank Erosion,1,,,2,,3,,,4,,,,,,,1,,,Application of fertilizers,4,4,News outlets,Consumer,3,4,174,681,Southwest Minnesota,Unknown
8/28/2019 17:18,8/28/2019 17:26,IP Address,131.212.249.156,100,517,TRUE,8/28/2019 17:26,R_1pula3zWKXpNACd,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,9,White,6,Graduate or professional degree,6,"$105,000 or more",55427,2,Suburban,3,2,4,3,4,3,3,2,3,2,3,2,4,3,3,2,I don't use any of these on a regular basis,5,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Eutrophication","Commercial/Industrial Waste,Stream Bank Erosion,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Dish-washing Detergent,Agriculture","Atmospheric Deposition,Individual Sewage Systems,Human Waste Products",6,3,,,1,4,2,5,,,,1,3,,,,,2,Cropland runoff,3,2,School,Consumer,4,4,232,720,Southwest Minnesota,Unknown
8/28/2019 17:04,8/28/2019 17:26,IP Address,131.212.248.232,100,1334,TRUE,8/28/2019 17:26,R_XyUdHOJLsOy8RyN,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,2,Male,9,White,5,Bachelor's Degree,6,"$105,000 or more",55427,2,Suburban,3,2,4,3,4,3,4,3,4,3,4,3,3,2,3,2,I don't use any of these on a regular basis,5,Phosphorus,1,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Stream Bank Erosion,Commercial/Industrial Waste,Urban Runoff (storm drains),Dish-washing Detergent,Agriculture","Atmospheric Deposition,Food/Garbage Disposal Waste,Human Waste Products,Individual Sewage Systems",5,,,,2,3,1,4,,,2,1,3,,,,,4,Cropland runoff,4,4,News outlets,Consumer,3,3,215,714,Southwest Minnesota,Unknown
8/28/2019 17:24,8/28/2019 17:27,IP Address,131.212.249.37,100,207,TRUE,8/28/2019 17:27,R_1qXr8tF2NjixfBh,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,6,Graduate or professional degree,4,"$65,000 - $79,999",55104,1,Urban,2,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,"Water purifiers/filter
 ",6,Phosphorus,1,"Toxic drinking water,Death of fish and other aquatic life,Heavy Metal Contamination","Urban Runoff (storm drains),Commercial/Industrial Waste,Stream Bank Erosion,Individual Sewage Systems,Atmospheric Deposition,Food/Garbage Disposal Waste","Human Waste Products,Dish-washing Detergent,Agriculture",,6,5,,2,1,3,,4,3,,,1,,,,2,,I don’t know,2,3,News outlets,Consumer,1,1,419,610,The Twin-Cities Metro Area,Unknown
8/28/2019 17:21,8/28/2019 17:27,IP Address,131.212.249.206,100,385,TRUE,8/28/2019 17:27,R_RVnO20NpHr6gsxP,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",5,55-64 years old,1,Female,9,White,6,Graduate or professional degree,5,"$80,000 - $104,999",55410,2,Suburban,4,3,4,3,5,3,3,2,3,2,5,3,5,3,5,3,"Water purifiers/filter
 ,Water softeners
 ",10,Phosphorus,1,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Agriculture,Commercial/Industrial Waste,Dish-washing Detergent,Individual Sewage Systems","Urban Runoff (storm drains),Human Waste Products,Atmospheric Deposition,Food/Garbage Disposal Waste,Stream Bank Erosion",1,,,,2,,,3,4,,4,3,2,,1,5,,,Cropland runoff,5,4,News outlets,Consumer,2,3,245,661,Southwest Minnesota,Unknown
8/28/2019 17:18,8/28/2019 17:30,IP Address,131.212.251.183,100,733,TRUE,8/28/2019 17:30,R_2scJjcIn0Kgf2Tc,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",7,75 years or older,1,Female,9,White,3,Associate's Degree,2,"$25,000 - $44,999",55437,1,Urban,3,2,4,3,4,3,1,1,3,2,4,3,5,3,5,3,I don't use any of these on a regular basis,5,Synthetic chemicals,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life",,,,,,,,,,,,,,,,,,,,,Runoff from animal operations,2,2,News outlets,Consumer,2,3,225,271,Northwestern Minnesota,Unknown
8/28/2019 17:24,8/28/2019 17:33,IP Address,131.212.250.151,100,554,TRUE,8/28/2019 17:33,R_1Ejo32YDsTgyKBC,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,1,Female,9,White,4,"Some college, no degree",5,"$80,000 - $104,999",55016,2,Suburban,5,3,4,3,5,3,3,2,3,2,3,2,5,3,5,3,"Bottled Water
 ",9,Synthetic chemicals,3,"Toxic drinking water,Disease from consumption",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,2,2,News outlets,Consumer,3,3,246,702,Southwest Minnesota,Unknown
8/28/2019 17:06,8/28/2019 17:33,IP Address,131.212.248.178,100,1604,TRUE,8/28/2019 17:33,R_wNq84CX7p5AxoI1,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",7,75 years or older,1,Female,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",55401,1,Urban,2,2,3,2,2,2,2,2,2,2,3,2,4,3,3,2,"Water purifiers/filter
 ",5,Nitrogen ,0,Toxic drinking water,"Agriculture,Stream Bank Erosion,Commercial/Industrial Waste,Urban Runoff (storm drains)","Atmospheric Deposition,Dish-washing Detergent,Food/Garbage Disposal Waste,Human Waste Products,Individual Sewage Systems",1,,,,3,4,2,,,,3,1,4,,,,2,5,Application of fertilizers,3,0,News outlets,Consumer,2,3,191,643,Southwest Minnesota,Unknown
8/28/2019 17:27,8/28/2019 17:33,IP Address,131.212.251.127,100,391,TRUE,8/28/2019 17:33,R_1osXPyCMG42NfZB,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,2,Male,9,White,4,"Some college, no degree",6,"$105,000 or more",55016,2,Suburban,3,2,3,2,3,2,0,1,1,1,4,3,4,3,4,3,"Bottled Water
 ",8,Phosphorus,3,Algae blooms,"Agriculture,Urban Runoff (storm drains),Individual Sewage Systems,Commercial/Industrial Waste","Atmospheric Deposition,Stream Bank Erosion,Food/Garbage Disposal Waste,Dish-washing Detergent,Human Waste Products",1,,,,4,2,,,3,,3,1,5,,,2,4,,Runoff from animal operations,3,2,Government reports,Consumer,1,2,429,738,Southeast Minnesota,Unknown
8/28/2019 17:28,8/28/2019 17:33,IP Address,131.212.251.238,100,340,TRUE,8/28/2019 17:33,R_3PMgcO934JhnWZY,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",4,45-54 years old,1,Female,9,White,3,Associate's Degree,3,"$45,000 - $64,999",55426,2,Suburban,5,3,3,2,3,2,4,3,4,3,4,3,5,3,5,3,"Water purifiers/filter
 ",10,Bacteria,1,"Death of fish and other aquatic life,Waterborne pathogens","Commercial/Industrial Waste,Human Waste Products,Individual Sewage Systems,Stream Bank Erosion,Food/Garbage Disposal Waste","Agriculture,Atmospheric Deposition,Dish-washing Detergent,Urban Runoff (storm drains)",,5,,2,1,,4,,3,1,,2,,,4,,3,,I don’t know,5,3,Social media,Consumer,3,4,383,607,The Twin-Cities Metro Area,Unknown
8/28/2019 17:27,8/28/2019 17:34,IP Address,131.212.249.156,100,419,TRUE,8/28/2019 17:34,R_bOaRViLjkQtrZa9,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,9,White,2,High School Diploma or GED,3,"$45,000 - $64,999",55426,2,Suburban,4,3,2,2,4,3,3,2,2,2,2,2,5,3,5,3,"Water purifiers/filter
 ",5,Synthetic chemicals,1,"Toxic drinking water,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Skin rashes with contact","Dish-washing Detergent,Human Waste Products,Individual Sewage Systems,Agriculture","Urban Runoff (storm drains),Stream Bank Erosion",4,,,2,,,,1,3,,,,,,1,2,,,Application of fertilizers,3,1,News outlets,Consumer,3,5,394,598,The Twin-Cities Metro Area,Unknown
8/28/2019 17:23,8/28/2019 17:37,IP Address,131.212.248.155,100,851,TRUE,8/28/2019 17:37,R_20Nn3QclRAx7DdD,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,2,Male,9,White,5,Bachelor's Degree,5,"$80,000 - $104,999",55016,2,Suburban,4,3,4,3,5,3,4,3,4,3,4,3,4,3,5,3,"Bottled Water
 ",10,Nitrogen ,,Disease from consumption,"Human Waste Products,Food/Garbage Disposal Waste,Agriculture",Dish-washing Detergent,3,2,,1,,,,,,,,,,,,,1,,I don’t know,3,3,News outlets,Consumer,3,3,371,593,The Twin-Cities Metro Area,Unknown
8/28/2019 17:36,8/28/2019 17:40,IP Address,131.212.251.238,100,233,TRUE,8/28/2019 17:40,R_3R8CIcxL1wAvZj0,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,3,Hispanic or Latino,5,Bachelor's Degree,2,"$25,000 - $44,999",55447,2,Suburban,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ,Bottled Water
 ",10,Bacteria,3,"Algae blooms,Disease from consumption,Heavy Metal Contamination,Skin rashes with contact","Food/Garbage Disposal Waste,Commercial/Industrial Waste,Dish-washing Detergent,Individual Sewage Systems,Human Waste Products,Urban Runoff (storm drains)","Atmospheric Deposition,Stream Bank Erosion,Agriculture",,1,,5,2,6,,3,4,3,,1,,,,2,,,Application of fertilizers,4,4,Government reports,Consumer,3,4,376,620,The Twin-Cities Metro Area,Unknown
8/28/2019 17:37,8/28/2019 17:40,IP Address,131.212.250.183,100,203,TRUE,8/28/2019 17:40,R_3QS4uOEuvURw9Dh,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,2,Male,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",56721,3,Rural,3,2,4,3,5,3,2,2,2,2,4,3,4,3,5,3,"Water purifiers/filter
 ",9,Phosphorus,3,"Algae blooms,Flooding,Skin rashes with contact","Human Waste Products,Agriculture,Commercial/Industrial Waste,Food/Garbage Disposal Waste","Dish-washing Detergent,Atmospheric Deposition,Urban Runoff (storm drains),Individual Sewage Systems,Stream Bank Erosion",2,4,,1,3,,,,,,,2,,,3,5,1,4,Cropland runoff,3,3,Government reports,Consumer,3,3,66,225,Northwestern Minnesota,Unknown
8/28/2019 17:36,8/28/2019 17:40,IP Address,131.212.251.127,100,243,TRUE,8/28/2019 17:40,R_Ac7QzSvcvK71eMx,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,1,Female,4,Multiracial,5,Bachelor's Degree,1,"Less than $24,999",55447,2,Suburban,2,2,2,2,5,3,1,1,3,2,3,2,3,2,3,2,"Water purifiers/filter
 ",5,Synthetic chemicals,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Urban Runoff (storm drains),Human Waste Products,Food/Garbage Disposal Waste,Commercial/Industrial Waste","Stream Bank Erosion,Agriculture",,3,,2,4,1,,,,2,,,,,,1,,,I don’t know,4,4,Social media,"Producer/Farmer,Agricultural industry member,Student in agricultural field ,Consumer",4,4,366,594,The Twin-Cities Metro Area,Unknown
8/28/2019 17:30,8/28/2019 17:41,IP Address,131.212.251.125,100,661,TRUE,8/28/2019 17:41,R_2cwFWsK4RFLzcEx,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",6,65-74 years old,2,Male,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",55418,1,Urban,4,3,4,3,4,3,0,1,3,2,3,2,3,2,4,3,I don't use any of these on a regular basis,8,Phosphorus,2,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Agriculture,Commercial/Industrial Waste","Individual Sewage Systems,Urban Runoff (storm drains)",1,,,,2,,,,,,,,,,2,,,1,Application of fertilizers,2,2,News outlets,Consumer,3,3,215,622,Southwest Minnesota,Unknown
8/28/2019 17:37,8/28/2019 17:41,IP Address,131.212.248.178,100,248,TRUE,8/28/2019 17:41,R_10HIenJ5SazX4HB,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,2,Male,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",56542,3,Rural,4,3,5,3,4,3,3,2,3,2,3,2,4,3,4,3,"Water softeners
 ",7,Pesticides,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Urban Runoff (storm drains),Commercial/Industrial Waste,Individual Sewage Systems,Human Waste Products","Stream Bank Erosion,Dish-washing Detergent,Agriculture,Food/Garbage Disposal Waste,Atmospheric Deposition",,,,4,2,1,,,3,3,4,5,,,,1,2,,I don’t know,3,3,School,Consumer,2,2,357,587,The Twin-Cities Metro Area,Unknown
8/28/2019 17:37,8/28/2019 17:41,IP Address,131.212.248.213,100,243,TRUE,8/28/2019 17:41,R_3j1jUxRD6az41dV,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",1,18-24 years old,2,Male,9,White,5,Bachelor's Degree,3,"$45,000 - $64,999",58104,2,Suburban,2,2,4,3,4,3,1,1,1,1,2,2,5,3,5,3,"Bottled Water
 ",10,Nitrogen ,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Disease from consumption","Agriculture,Commercial/Industrial Waste,Urban Runoff (storm drains)","Human Waste Products,Individual Sewage Systems,Dish-washing Detergent",1,,,,2,3,,,,,,,1,,,,3,2,Cropland runoff,3,3,Word-of-mouth,Academic/University Researcher/Extension,1,1,85,245,Northwestern Minnesota,Unknown
8/28/2019 17:30,8/28/2019 17:42,IP Address,131.212.250.186,100,724,TRUE,8/28/2019 17:42,R_ZgZ3AtLejiwfrwJ,,,,,44.97639465,-93.22399902,anonymous,EN,"I consent, begin the study",2,25-34 years old,1,Female,9,White,6,Graduate or professional degree,1,"Less than $24,999",55416,1,Urban,5,3,5,3,5,3,5,3,3,2,3,2,5,3,3,2,"Water purifiers/filter
 ,Bottled Water
 ",10,Bacteria,3,Disease from consumption,"Individual Sewage Systems,Human Waste Products,Commercial/Industrial Waste,Atmospheric Deposition,Food/Garbage Disposal Waste","Stream Bank Erosion,Dish-washing Detergent,Agriculture,Urban Runoff (storm drains)",,5,4,2,3,,,,1,3,,,,,4,1,2,,Application of fertilizers,4,2,Other,Academic/University Researcher/Extension,3,3,487,345,Northeastern Minnesota,Unknown
